reference_date,curve_type,country,instrument_type,coupon_freq,llp,convergence,ufr,alpha,cra,va
2014-12-31,no_VA,AT,SWP,1.0,20.0,40.0,4.2,0.129489,10.0,0.0
2014-12-31,no_VA,AUD,SWP,2.0,30.0,40.0,4.2,0.103482,35.0,0.0
2014-12-31,no_VA,BE,SWP,1.0,20.0,40.0,4.2,0.129489,10.0,0.0
2014-12-31,no_VA,BGN,SWP,1.0,20.0,40.0,4.2,0.130023,15.000000000000002,0.0
2014-12-31,no_VA,BRL,GVT,0.0,10.0,50.0,5.2,0.138381,35.0,0.0
2014-12-31,no_VA,CAD,SWP,2.0,25.0,40.0,4.2,0.11835,14.000000000000002,0.0
2014-12-31,no_VA,CHF,SWP,1.0,25.0,40.0,3.2,0.120459,10.0,0.0
2014-12-31,no_VA,CLP,SWP,2.0,10.0,50.0,4.2,0.097975,35.0,0.0
2014-12-31,no_VA,CNY,SWP,4.0,10.0,50.0,4.2,0.05,35.0,0.0
2014-12-31,no_VA,COP,SWP,4.0,10.0,50.0,4.2,0.122337,31.0,0.0
2014-12-31,no_VA,CY,SWP,1.0,20.0,40.0,4.2,0.129489,10.0,0.0
2014-12-31,no_VA,CZK,SWP,1.0,15.0,45.0,4.2,0.11354,10.0,0.0
2014-12-31,no_VA,DE,SWP,1.0,20.0,40.0,4.2,0.129489,10.0,0.0
2014-12-31,no_VA,DKK,SWP,1.0,20.0,40.0,4.2,0.129597,11.0,0.0
2014-12-31,no_VA,EE,SWP,1.0,20.0,40.0,4.2,0.129489,10.0,0.0
2014-12-31,no_VA,ES,SWP,1.0,20.0,40.0,4.2,0.129489,10.0,0.0
2014-12-31,no_VA,EU,SWP,1.0,20.0,40.0,4.2,0.129489,10.0,0.0
2014-12-31,no_VA,FI,SWP,1.0,20.0,40.0,4.2,0.129489,10.0,0.0
2014-12-31,no_VA,FR,SWP,1.0,20.0,40.0,4.2,0.129489,10.0,0.0
2014-12-31,no_VA,GBP,SWP,2.0,50.0,40.0,4.2,0.125098,10.0,0.0
2014-12-31,no_VA,GR,SWP,1.0,20.0,40.0,4.2,0.129489,10.0,0.0
2014-12-31,no_VA,HKD,SWP,4.0,15.0,45.0,4.2,0.10224,10.0,0.0
2014-12-31,no_VA,HRK,GVT,0.0,7.0,53.0,4.2,0.075204,10.0,0.0
2014-12-31,no_VA,HUF,GVT,0.0,15.0,45.0,4.2,0.0596629999999999,10.0,0.0
2014-12-31,no_VA,IE,SWP,1.0,20.0,40.0,4.2,0.129489,10.0,0.0
2014-12-31,no_VA,INR,GVT,0.0,10.0,50.0,5.2,0.111558,35.0,0.0
2014-12-31,no_VA,ISK,GVT,0.0,11.0,49.0,4.2,0.116625,10.0,0.0
2014-12-31,no_VA,IT,SWP,1.0,20.0,40.0,4.2,0.129489,10.0,0.0
2014-12-31,no_VA,JPY,SWP,2.0,30.0,40.0,3.2,0.118111,10.0,0.0
2014-12-31,no_VA,KRW,SWP,4.0,30.0,40.0,4.2,0.121216,35.0,0.0
2014-12-31,no_VA,LIC,SWP,1.0,25.0,40.0,3.2,0.120459,10.0,0.0
2014-12-31,no_VA,LTL,SWP,1.0,20.0,40.0,4.2,0.129489,10.0,0.0
2014-12-31,no_VA,LU,SWP,1.0,20.0,40.0,4.2,0.129489,10.0,0.0
2014-12-31,no_VA,LVL,SWP,1.0,20.0,40.0,4.2,0.129489,10.0,0.0
2014-12-31,no_VA,MT,SWP,1.0,20.0,40.0,4.2,0.129489,10.0,0.0
2014-12-31,no_VA,MXN,GVT,0.0,20.0,40.0,5.2,0.131349,35.0,0.0
2014-12-31,no_VA,MYR,SWP,4.0,20.0,40.0,4.2,0.121582,25.0,0.0
2014-12-31,no_VA,NL,SWP,1.0,20.0,40.0,4.2,0.129489,10.0,0.0
2014-12-31,no_VA,NOK,SWP,1.0,10.0,50.0,4.2,0.095685,10.0,0.0
2014-12-31,no_VA,NZD,SWP,2.0,20.0,40.0,4.2,0.05,35.0,0.0
2014-12-31,no_VA,PLN,GVT,0.0,15.0,45.0,4.2,0.098443,10.0,0.0
2014-12-31,no_VA,PT,SWP,1.0,20.0,40.0,4.2,0.129489,10.0,0.0
2014-12-31,no_VA,RON,SWP,1.0,10.0,50.0,4.2,0.089506,35.0,0.0
2014-12-31,no_VA,RUB,SWP,1.0,10.0,50.0,4.2,0.105123,35.0,0.0
2014-12-31,no_VA,SEK,SWP,1.0,10.0,10.0,4.2,0.5107870000000001,10.0,0.0
2014-12-31,no_VA,SGD,SWP,2.0,20.0,40.0,4.2,0.111806,29.0,0.0
2014-12-31,no_VA,SI,SWP,1.0,20.0,40.0,4.2,0.129489,10.0,0.0
2014-12-31,no_VA,SK,SWP,1.0,20.0,40.0,4.2,0.129489,10.0,0.0
2014-12-31,no_VA,THB,SWP,2.0,15.0,45.0,4.2,0.086119,25.0,0.0
2014-12-31,no_VA,TRY,SWP,1.0,10.0,50.0,5.2,0.126364,35.0,0.0
2014-12-31,no_VA,TWD,GVT,0.0,10.0,50.0,4.2,0.098529,20.0,0.0
2014-12-31,no_VA,USD,SWP,2.0,50.0,40.0,4.2,0.123037,10.0,0.0
2014-12-31,no_VA,ZAR,SWP,4.0,15.0,45.0,5.2,0.141491,35.0,0.0
2014-12-31,with_VA,AT,SWP,1.0,20.0,40.0,4.2,0.127604,10.0,18.0
2014-12-31,with_VA,AUD,SWP,2.0,30.0,40.0,4.2,0.100287,35.0,9.0
2014-12-31,with_VA,BE,SWP,1.0,20.0,40.0,4.2,0.127604,10.0,18.0
2014-12-31,with_VA,BGN,SWP,1.0,20.0,40.0,4.2,0.124073,15.000000000000002,53.0
2014-12-31,with_VA,BRL,GVT,0.0,10.0,50.0,5.2,0.138381,35.0,
2014-12-31,with_VA,CAD,SWP,2.0,25.0,40.0,4.2,0.117483,14.000000000000002,5.0
2014-12-31,with_VA,CHF,SWP,1.0,25.0,40.0,3.2,0.119665,10.0,5.0
2014-12-31,with_VA,CLP,SWP,2.0,10.0,50.0,4.2,0.097975,35.0,
2014-12-31,with_VA,CNY,SWP,4.0,10.0,50.0,4.2,0.05,35.0,
2014-12-31,with_VA,COP,SWP,4.0,10.0,50.0,4.2,0.122337,31.0,
2014-12-31,with_VA,CY,SWP,1.0,20.0,40.0,4.2,0.127604,10.0,18.0
2014-12-31,with_VA,CZK,SWP,1.0,15.0,45.0,4.2,0.113446,10.0,1.0
2014-12-31,with_VA,DE,SWP,1.0,20.0,40.0,4.2,0.127604,10.0,18.0
2014-12-31,with_VA,DKK,SWP,1.0,20.0,40.0,4.2,0.124923,11.0,42.0
2014-12-31,with_VA,EE,SWP,1.0,20.0,40.0,4.2,0.127604,10.0,18.0
2014-12-31,with_VA,ES,SWP,1.0,20.0,40.0,4.2,0.127604,10.0,18.0
2014-12-31,with_VA,EU,SWP,1.0,20.0,40.0,4.2,0.127604,10.0,18.0
2014-12-31,with_VA,FI,SWP,1.0,20.0,40.0,4.2,0.127604,10.0,18.0
2014-12-31,with_VA,FR,SWP,1.0,20.0,40.0,4.2,0.127604,10.0,18.0
2014-12-31,with_VA,GBP,SWP,2.0,50.0,40.0,4.2,0.122037,10.0,23.0
2014-12-31,with_VA,GR,SWP,1.0,20.0,40.0,4.2,0.119532,10.0,79.0
2014-12-31,with_VA,HKD,SWP,4.0,15.0,45.0,4.2,0.10224,10.0,
2014-12-31,with_VA,HRK,GVT,0.0,7.0,53.0,4.2,0.073697,10.0,5.0
2014-12-31,with_VA,HUF,GVT,0.0,15.0,45.0,4.2,0.076599,10.0,17.0
2014-12-31,with_VA,IE,SWP,1.0,20.0,40.0,4.2,0.127604,10.0,18.0
2014-12-31,with_VA,INR,GVT,0.0,10.0,50.0,5.2,0.111558,35.0,
2014-12-31,with_VA,ISK,GVT,0.0,11.0,49.0,4.2,0.116625,10.0,0.0
2014-12-31,with_VA,IT,SWP,1.0,20.0,40.0,4.2,0.127604,10.0,18.0
2014-12-31,with_VA,JPY,SWP,2.0,30.0,40.0,3.2,0.117937,10.0,1.0
2014-12-31,with_VA,KRW,SWP,4.0,30.0,40.0,4.2,0.121216,35.0,
2014-12-31,with_VA,LIC,SWP,1.0,25.0,40.0,3.2,0.119665,10.0,5.0
2014-12-31,with_VA,LTL,SWP,1.0,20.0,40.0,4.2,0.127604,10.0,18.0
2014-12-31,with_VA,LU,SWP,1.0,20.0,40.0,4.2,0.127604,10.0,18.0
2014-12-31,with_VA,LVL,SWP,1.0,20.0,40.0,4.2,0.127604,10.0,18.0
2014-12-31,with_VA,MT,SWP,1.0,20.0,40.0,4.2,0.127604,10.0,18.0
2014-12-31,with_VA,MXN,GVT,0.0,20.0,40.0,5.2,0.131349,35.0,
2014-12-31,with_VA,MYR,SWP,4.0,20.0,40.0,4.2,0.121582,25.0,
2014-12-31,with_VA,NL,SWP,1.0,20.0,40.0,4.2,0.127604,10.0,18.0
2014-12-31,with_VA,NOK,SWP,1.0,10.0,50.0,4.2,0.094274,10.0,11.0
2014-12-31,with_VA,NZD,SWP,2.0,20.0,40.0,4.2,0.05,35.0,
2014-12-31,with_VA,PLN,GVT,0.0,15.0,45.0,4.2,0.097361,10.0,5.0
2014-12-31,with_VA,PT,SWP,1.0,20.0,40.0,4.2,0.127604,10.0,18.0
2014-12-31,with_VA,RON,SWP,1.0,10.0,50.0,4.2,0.087639,35.0,10.0
2014-12-31,with_VA,RUB,SWP,1.0,10.0,50.0,4.2,0.105123,35.0,
2014-12-31,with_VA,SEK,SWP,1.0,10.0,10.0,4.2,0.509364,10.0,3.0
2014-12-31,with_VA,SGD,SWP,2.0,20.0,40.0,4.2,0.111806,29.0,
2014-12-31,with_VA,SI,SWP,1.0,20.0,40.0,4.2,0.127604,10.0,18.0
2014-12-31,with_VA,SK,SWP,1.0,20.0,40.0,4.2,0.127604,10.0,18.0
2014-12-31,with_VA,THB,SWP,2.0,15.0,45.0,4.2,0.086119,25.0,
2014-12-31,with_VA,TRY,SWP,1.0,10.0,50.0,5.2,0.126364,35.0,
2014-12-31,with_VA,TWD,GVT,0.0,10.0,50.0,4.2,0.098529,20.0,
2014-12-31,with_VA,USD,SWP,2.0,50.0,40.0,4.2,0.114609,10.0,51.0
2014-12-31,with_VA,ZAR,SWP,4.0,15.0,45.0,5.2,0.141491,35.0,
2015-01-31,no_VA,AT,SWP,1.0,20.0,40.0,4.2,0.141014,10.0,0.0
2015-01-31,no_VA,AUD,SWP,2.0,30.0,40.0,4.2,0.11723,35.0,0.0
2015-01-31,no_VA,BE,SWP,1.0,20.0,40.0,4.2,0.141014,10.0,0.0
2015-01-31,no_VA,BGN,SWP,1.0,20.0,40.0,4.2,0.141271,15.000000000000002,0.0
2015-01-31,no_VA,BRL,GVT,0.0,10.0,50.0,5.2,0.139053,35.0,0.0
2015-01-31,no_VA,CAD,SWP,2.0,25.0,40.0,4.2,0.122969,14.000000000000002,0.0
2015-01-31,no_VA,CHF,SWP,1.0,25.0,40.0,3.2,0.1247099999999999,10.0,0.0
2015-01-31,no_VA,CLP,SWP,2.0,10.0,50.0,4.2,0.07751,35.0,0.0
2015-01-31,no_VA,CNY,SWP,4.0,10.0,50.0,4.2,0.101484,35.0,0.0
2015-01-31,no_VA,COP,SWP,4.0,10.0,50.0,4.2,0.122038,35.0,0.0
2015-01-31,no_VA,CY,SWP,1.0,20.0,40.0,4.2,0.141014,10.0,0.0
2015-01-31,no_VA,CZK,SWP,1.0,15.0,45.0,4.2,0.114393,10.0,0.0
2015-01-31,no_VA,DE,SWP,1.0,20.0,40.0,4.2,0.141014,10.0,0.0
2015-01-31,no_VA,DKK,SWP,1.0,20.0,40.0,4.2,0.141066,11.0,0.0
2015-01-31,no_VA,EE,SWP,1.0,20.0,40.0,4.2,0.141014,10.0,0.0
2015-01-31,no_VA,ES,SWP,1.0,20.0,40.0,4.2,0.141014,10.0,0.0
2015-01-31,no_VA,EU,SWP,1.0,20.0,40.0,4.2,0.141014,10.0,0.0
2015-01-31,no_VA,FI,SWP,1.0,20.0,40.0,4.2,0.141014,10.0,0.0
2015-01-31,no_VA,FR,SWP,1.0,20.0,40.0,4.2,0.141014,10.0,0.0
2015-01-31,no_VA,GBP,SWP,2.0,50.0,40.0,4.2,0.128575,10.0,0.0
2015-01-31,no_VA,GR,SWP,1.0,20.0,40.0,4.2,0.141014,10.0,0.0
2015-01-31,no_VA,HKD,SWP,4.0,15.0,45.0,4.2,0.113251,25.0,0.0
2015-01-31,no_VA,HRK,GVT,0.0,7.0,53.0,4.2,0.083084,10.0,0.0
2015-01-31,no_VA,HUF,GVT,0.0,15.0,45.0,4.2,0.07638,10.0,0.0
2015-01-31,no_VA,IE,SWP,1.0,20.0,40.0,4.2,0.141014,10.0,0.0
2015-01-31,no_VA,INR,GVT,0.0,10.0,50.0,5.2,0.110812,35.0,0.0
2015-01-31,no_VA,ISK,GVT,0.0,11.0,49.0,4.2,0.112095,10.0,0.0
2015-01-31,no_VA,IT,SWP,1.0,20.0,40.0,4.2,0.141014,10.0,0.0
2015-01-31,no_VA,JPY,SWP,2.0,30.0,40.0,3.2,0.118061,10.0,0.0
2015-01-31,no_VA,KRW,SWP,4.0,30.0,40.0,4.2,0.125324,35.0,0.0
2015-01-31,no_VA,LIC,SWP,1.0,25.0,40.0,3.2,0.1247099999999999,10.0,0.0
2015-01-31,no_VA,LTL,SWP,1.0,20.0,40.0,4.2,0.141014,10.0,0.0
2015-01-31,no_VA,LU,SWP,1.0,20.0,40.0,4.2,0.141014,10.0,0.0
2015-01-31,no_VA,LVL,SWP,1.0,20.0,40.0,4.2,0.141014,10.0,0.0
2015-01-31,no_VA,MT,SWP,1.0,20.0,40.0,4.2,0.141014,10.0,0.0
2015-01-31,no_VA,MXN,GVT,0.0,20.0,40.0,5.2,0.111452,35.0,0.0
2015-01-31,no_VA,MYR,SWP,4.0,20.0,40.0,4.2,0.105255,35.0,0.0
2015-01-31,no_VA,NL,SWP,1.0,20.0,40.0,4.2,0.141014,10.0,0.0
2015-01-31,no_VA,NOK,SWP,1.0,10.0,50.0,4.2,0.099586,10.0,0.0
2015-01-31,no_VA,NZD,SWP,2.0,20.0,40.0,4.2,0.092001,35.0,0.0
2015-01-31,no_VA,PLN,GVT,0.0,15.0,45.0,4.2,0.10923,10.0,0.0
2015-01-31,no_VA,PT,SWP,1.0,20.0,40.0,4.2,0.141014,10.0,0.0
2015-01-31,no_VA,RON,SWP,1.0,10.0,50.0,4.2,0.094893,35.0,0.0
2015-01-31,no_VA,RUB,SWP,1.0,10.0,50.0,4.2,0.168997,35.0,0.0
2015-01-31,no_VA,SEK,SWP,1.0,10.0,10.0,4.2,0.518382,10.0,0.0
2015-01-31,no_VA,SGD,SWP,2.0,20.0,40.0,4.2,0.120426,29.0,0.0
2015-01-31,no_VA,SI,SWP,1.0,20.0,40.0,4.2,0.141014,10.0,0.0
2015-01-31,no_VA,SK,SWP,1.0,20.0,40.0,4.2,0.141014,10.0,0.0
2015-01-31,no_VA,THB,SWP,2.0,15.0,45.0,4.2,0.098651,35.0,0.0
2015-01-31,no_VA,TRY,SWP,1.0,10.0,50.0,5.2,0.118025,35.0,0.0
2015-01-31,no_VA,TWD,GVT,0.0,10.0,50.0,4.2,0.097831,21.0,0.0
2015-01-31,no_VA,USD,SWP,2.0,50.0,40.0,4.2,0.126318,10.0,0.0
2015-01-31,no_VA,ZAR,SWP,4.0,15.0,45.0,5.2,0.136023,35.0,0.0
2015-01-31,with_VA,AT,SWP,1.0,20.0,40.0,4.2,0.140232,10.0,14.000000000000002
2015-01-31,with_VA,AUD,SWP,2.0,30.0,40.0,4.2,0.115748,35.0,8.0
2015-01-31,with_VA,BE,SWP,1.0,20.0,40.0,4.2,0.140232,10.0,14.000000000000002
2015-01-31,with_VA,BGN,SWP,1.0,20.0,40.0,4.2,0.139576,15.000000000000002,30.0
2015-01-31,with_VA,BRL,GVT,0.0,10.0,50.0,5.2,0.139053,35.0,
2015-01-31,with_VA,CAD,SWP,2.0,25.0,40.0,4.2,0.122969,14.000000000000002,0.0
2015-01-31,with_VA,CHF,SWP,1.0,25.0,40.0,3.2,0.124836,10.0,-1.0
2015-01-31,with_VA,CLP,SWP,2.0,10.0,50.0,4.2,0.07751,35.0,
2015-01-31,with_VA,CNY,SWP,4.0,10.0,50.0,4.2,0.101484,35.0,
2015-01-31,with_VA,COP,SWP,4.0,10.0,50.0,4.2,0.122038,35.0,
2015-01-31,with_VA,CY,SWP,1.0,20.0,40.0,4.2,0.140232,10.0,14.000000000000002
2015-01-31,with_VA,CZK,SWP,1.0,15.0,45.0,4.2,0.114393,10.0,0.0
2015-01-31,with_VA,DE,SWP,1.0,20.0,40.0,4.2,0.140232,10.0,14.000000000000002
2015-01-31,with_VA,DKK,SWP,1.0,20.0,40.0,4.2,0.13868,11.0,41.0
2015-01-31,with_VA,EE,SWP,1.0,20.0,40.0,4.2,0.140232,10.0,14.000000000000002
2015-01-31,with_VA,ES,SWP,1.0,20.0,40.0,4.2,0.140232,10.0,14.000000000000002
2015-01-31,with_VA,EU,SWP,1.0,20.0,40.0,4.2,0.140232,10.0,14.000000000000002
2015-01-31,with_VA,FI,SWP,1.0,20.0,40.0,4.2,0.140232,10.0,14.000000000000002
2015-01-31,with_VA,FR,SWP,1.0,20.0,40.0,4.2,0.140232,10.0,14.000000000000002
2015-01-31,with_VA,GBP,SWP,2.0,50.0,40.0,4.2,0.126484,10.0,19.0
2015-01-31,with_VA,GR,SWP,1.0,20.0,40.0,4.2,0.133092,10.0,118.0
2015-01-31,with_VA,HKD,SWP,4.0,15.0,45.0,4.2,0.113251,25.0,
2015-01-31,with_VA,HRK,GVT,0.0,7.0,53.0,4.2,0.0823479999999999,10.0,4.0
2015-01-31,with_VA,HUF,GVT,0.0,15.0,45.0,4.2,0.065135,10.0,14.000000000000002
2015-01-31,with_VA,IE,SWP,1.0,20.0,40.0,4.2,0.140232,10.0,14.000000000000002
2015-01-31,with_VA,INR,GVT,0.0,10.0,50.0,5.2,0.110812,35.0,
2015-01-31,with_VA,ISK,GVT,0.0,11.0,49.0,4.2,0.112095,10.0,0.0
2015-01-31,with_VA,IT,SWP,1.0,20.0,40.0,4.2,0.140232,10.0,14.000000000000002
2015-01-31,with_VA,JPY,SWP,2.0,30.0,40.0,3.2,0.117887,10.0,1.0
2015-01-31,with_VA,KRW,SWP,4.0,30.0,40.0,4.2,0.125324,35.0,
2015-01-31,with_VA,LIC,SWP,1.0,25.0,40.0,3.2,0.124836,10.0,-1.0
2015-01-31,with_VA,LTL,SWP,1.0,20.0,40.0,4.2,0.140232,10.0,14.000000000000002
2015-01-31,with_VA,LU,SWP,1.0,20.0,40.0,4.2,0.140232,10.0,14.000000000000002
2015-01-31,with_VA,LVL,SWP,1.0,20.0,40.0,4.2,0.140232,10.0,14.000000000000002
2015-01-31,with_VA,MT,SWP,1.0,20.0,40.0,4.2,0.140232,10.0,14.000000000000002
2015-01-31,with_VA,MXN,GVT,0.0,20.0,40.0,5.2,0.111452,35.0,
2015-01-31,with_VA,MYR,SWP,4.0,20.0,40.0,4.2,0.105255,35.0,
2015-01-31,with_VA,NL,SWP,1.0,20.0,40.0,4.2,0.140232,10.0,14.000000000000002
2015-01-31,with_VA,NOK,SWP,1.0,10.0,50.0,4.2,0.098792,10.0,8.0
2015-01-31,with_VA,NZD,SWP,2.0,20.0,40.0,4.2,0.092001,35.0,
2015-01-31,with_VA,PLN,GVT,0.0,15.0,45.0,4.2,0.108746,10.0,4.0
2015-01-31,with_VA,PT,SWP,1.0,20.0,40.0,4.2,0.140232,10.0,14.000000000000002
2015-01-31,with_VA,RON,SWP,1.0,10.0,50.0,4.2,0.093551,35.0,10.0
2015-01-31,with_VA,RUB,SWP,1.0,10.0,50.0,4.2,0.168997,35.0,
2015-01-31,with_VA,SEK,SWP,1.0,10.0,10.0,4.2,0.5175090000000001,10.0,2.0
2015-01-31,with_VA,SGD,SWP,2.0,20.0,40.0,4.2,0.120426,29.0,
2015-01-31,with_VA,SI,SWP,1.0,20.0,40.0,4.2,0.140232,10.0,14.000000000000002
2015-01-31,with_VA,SK,SWP,1.0,20.0,40.0,4.2,0.140232,10.0,14.000000000000002
2015-01-31,with_VA,THB,SWP,2.0,15.0,45.0,4.2,0.098651,35.0,
2015-01-31,with_VA,TRY,SWP,1.0,10.0,50.0,5.2,0.118025,35.0,
2015-01-31,with_VA,TWD,GVT,0.0,10.0,50.0,4.2,0.097831,21.0,
2015-01-31,with_VA,USD,SWP,2.0,50.0,40.0,4.2,0.118483,10.0,56.00000000000001
2015-01-31,with_VA,ZAR,SWP,4.0,15.0,45.0,5.2,0.136023,35.0,
2015-02-28,no_VA,AT,SWP,1.0,20.0,40.0,4.2,0.133634,10.0,0.0
2015-02-28,no_VA,AUD,SWP,2.0,30.0,40.0,4.2,0.114937,35.0,0.0
2015-02-28,no_VA,BE,SWP,1.0,20.0,40.0,4.2,0.133634,10.0,0.0
2015-02-28,no_VA,BGN,SWP,1.0,20.0,40.0,4.2,0.134058,15.000000000000002,0.0
2015-02-28,no_VA,BRL,GVT,0.0,10.0,50.0,5.2,0.142065,35.0,0.0
2015-02-28,no_VA,CAD,SWP,2.0,25.0,40.0,4.2,0.122831,14.000000000000002,0.0
2015-02-28,no_VA,CHF,SWP,1.0,25.0,40.0,3.2,0.123922,10.0,0.0
2015-02-28,no_VA,CLP,SWP,2.0,10.0,50.0,4.2,0.077558,35.0,0.0
2015-02-28,no_VA,CNY,SWP,4.0,10.0,50.0,4.2,0.074554,35.0,0.0
2015-02-28,no_VA,COP,SWP,4.0,10.0,50.0,4.2,0.121007,35.0,0.0
2015-02-28,no_VA,CY,SWP,1.0,20.0,40.0,4.2,0.133634,10.0,0.0
2015-02-28,no_VA,CZK,SWP,1.0,15.0,45.0,4.2,0.115757,11.0,0.0
2015-02-28,no_VA,DE,SWP,1.0,20.0,40.0,4.2,0.133634,10.0,0.0
2015-02-28,no_VA,DKK,SWP,1.0,20.0,40.0,4.2,0.13372,11.0,0.0
2015-02-28,no_VA,EE,SWP,1.0,20.0,40.0,4.2,0.133634,10.0,0.0
2015-02-28,no_VA,ES,SWP,1.0,20.0,40.0,4.2,0.133634,10.0,0.0
2015-02-28,no_VA,EU,SWP,1.0,20.0,40.0,4.2,0.133634,10.0,0.0
2015-02-28,no_VA,FI,SWP,1.0,20.0,40.0,4.2,0.133634,10.0,0.0
2015-02-28,no_VA,FR,SWP,1.0,20.0,40.0,4.2,0.133634,10.0,0.0
2015-02-28,no_VA,GBP,SWP,2.0,50.0,40.0,4.2,0.125282,10.0,0.0
2015-02-28,no_VA,GR,SWP,1.0,20.0,40.0,4.2,0.133634,10.0,0.0
2015-02-28,no_VA,HKD,SWP,4.0,15.0,45.0,4.2,0.108413,10.0,0.0
2015-02-28,no_VA,HRK,GVT,0.0,7.0,53.0,4.2,0.0865,10.0,0.0
2015-02-28,no_VA,HUF,GVT,0.0,15.0,45.0,4.2,0.086831,10.0,0.0
2015-02-28,no_VA,IE,SWP,1.0,20.0,40.0,4.2,0.133634,10.0,0.0
2015-02-28,no_VA,INR,GVT,0.0,10.0,50.0,5.2,0.110564,35.0,0.0
2015-02-28,no_VA,ISK,GVT,0.0,11.0,49.0,4.2,0.110722,10.0,0.0
2015-02-28,no_VA,IT,SWP,1.0,20.0,40.0,4.2,0.133634,10.0,0.0
2015-02-28,no_VA,JPY,SWP,2.0,30.0,40.0,3.2,0.115883,10.0,0.0
2015-02-28,no_VA,KRW,SWP,4.0,30.0,40.0,4.2,0.124176,35.0,0.0
2015-02-28,no_VA,LIC,SWP,1.0,25.0,40.0,3.2,0.123922,10.0,0.0
2015-02-28,no_VA,LTL,SWP,1.0,20.0,40.0,4.2,0.133634,10.0,0.0
2015-02-28,no_VA,LU,SWP,1.0,20.0,40.0,4.2,0.133634,10.0,0.0
2015-02-28,no_VA,LVL,SWP,1.0,20.0,40.0,4.2,0.133634,10.0,0.0
2015-02-28,no_VA,MT,SWP,1.0,20.0,40.0,4.2,0.133634,10.0,0.0
2015-02-28,no_VA,MXN,GVT,0.0,20.0,40.0,5.2,0.12014,35.0,0.0
2015-02-28,no_VA,MYR,SWP,4.0,20.0,40.0,4.2,0.120117,27.0,0.0
2015-02-28,no_VA,NL,SWP,1.0,20.0,40.0,4.2,0.133634,10.0,0.0
2015-02-28,no_VA,NOK,SWP,1.0,10.0,50.0,4.2,0.098155,10.0,0.0
2015-02-28,no_VA,NZD,SWP,2.0,20.0,40.0,4.2,0.083071,35.0,0.0
2015-02-28,no_VA,PLN,GVT,0.0,15.0,45.0,4.2,0.10675,10.0,0.0
2015-02-28,no_VA,PT,SWP,1.0,20.0,40.0,4.2,0.133634,10.0,0.0
2015-02-28,no_VA,RON,SWP,1.0,10.0,50.0,4.2,0.092898,35.0,0.0
2015-02-28,no_VA,RUB,SWP,1.0,10.0,50.0,4.2,0.119732,35.0,0.0
2015-02-28,no_VA,SEK,SWP,1.0,10.0,10.0,4.2,0.522053,10.0,0.0
2015-02-28,no_VA,SGD,SWP,2.0,20.0,40.0,4.2,0.115874,35.0,0.0
2015-02-28,no_VA,SI,SWP,1.0,20.0,40.0,4.2,0.133634,10.0,0.0
2015-02-28,no_VA,SK,SWP,1.0,20.0,40.0,4.2,0.133634,10.0,0.0
2015-02-28,no_VA,THB,SWP,2.0,15.0,45.0,4.2,0.05,35.0,0.0
2015-02-28,no_VA,TRY,SWP,1.0,10.0,50.0,5.2,0.128029,35.0,0.0
2015-02-28,no_VA,TWD,GVT,0.0,10.0,50.0,4.2,0.100025,23.0,0.0
2015-02-28,no_VA,USD,SWP,2.0,50.0,40.0,4.2,0.124961,10.0,0.0
2015-02-28,no_VA,ZAR,SWP,4.0,15.0,45.0,5.2,0.138488,35.0,0.0
2015-02-28,with_VA,AT,SWP,1.0,20.0,40.0,4.2,0.132889,10.0,9.0
2015-02-28,with_VA,AUD,SWP,2.0,30.0,40.0,4.2,0.1135,35.0,7.000000000000001
2015-02-28,with_VA,BE,SWP,1.0,20.0,40.0,4.2,0.132889,10.0,9.0
2015-02-28,with_VA,BGN,SWP,1.0,20.0,40.0,4.2,0.132052,15.000000000000002,24.0
2015-02-28,with_VA,BRL,GVT,0.0,10.0,50.0,5.2,0.142065,35.0,
2015-02-28,with_VA,CAD,SWP,2.0,25.0,40.0,4.2,0.122693,14.000000000000002,1.0
2015-02-28,with_VA,CHF,SWP,1.0,25.0,40.0,3.2,0.123922,10.0,0.0
2015-02-28,with_VA,CLP,SWP,2.0,10.0,50.0,4.2,0.077558,35.0,
2015-02-28,with_VA,CNY,SWP,4.0,10.0,50.0,4.2,0.074554,35.0,
2015-02-28,with_VA,COP,SWP,4.0,10.0,50.0,4.2,0.121007,35.0,
2015-02-28,with_VA,CY,SWP,1.0,20.0,40.0,4.2,0.132889,10.0,9.0
2015-02-28,with_VA,CZK,SWP,1.0,15.0,45.0,4.2,0.115922,11.0,-2.0
2015-02-28,with_VA,DE,SWP,1.0,20.0,40.0,4.2,0.132889,10.0,9.0
2015-02-28,with_VA,DKK,SWP,1.0,20.0,40.0,4.2,0.130187,11.0,40.0
2015-02-28,with_VA,EE,SWP,1.0,20.0,40.0,4.2,0.132889,10.0,9.0
2015-02-28,with_VA,ES,SWP,1.0,20.0,40.0,4.2,0.132889,10.0,9.0
2015-02-28,with_VA,EU,SWP,1.0,20.0,40.0,4.2,0.132889,10.0,9.0
2015-02-28,with_VA,FI,SWP,1.0,20.0,40.0,4.2,0.132889,10.0,9.0
2015-02-28,with_VA,FR,SWP,1.0,20.0,40.0,4.2,0.132889,10.0,9.0
2015-02-28,with_VA,GBP,SWP,2.0,50.0,40.0,4.2,0.123084,10.0,17.0
2015-02-28,with_VA,GR,SWP,1.0,20.0,40.0,4.2,0.124283,10.0,92.0
